rpm;T;Q;P;CT;CQ;CP
1071;4.863969713071463;0.1808873111332821;20.28992688674716;0.0304165395940459;0.0014139597863757;0.0088841713546986
1072;4.873789786268482;0.1812281562959297;20.34713964721609;0.03042111350274;0.0014139823818683;0.0088843133263659
1073;4.88361956818483;0.1815693156990322;20.404459116875486;0.0304256780179624;0.0014140048841513;0.0088844547123802
1074;4.893459058735408;0.1819107893445939;20.46188539468468;0.0304302331678451;0.0014140272936434;0.0088845955153711
1075;4.90330825794801;0.182252577235436;20.519418579695834;0.030434778981109;0.0014140496107671;0.0088847357379948
1076;4.913167165859048;0.1825946793746371;20.577058770991293;0.0304393154864121;0.001414071835945;0.0088848753829061
1077;4.923035782432091;0.1829370957642609;20.634806067540204;0.0304438427118455;0.0014140939695896;0.0088850144526968
1078;4.932914107748289;0.1832798264080985;20.692660568507623;0.0304483606861143;0.0014141160121247;0.0088851529500294
1079;4.942802141760643;0.1836228713081396;20.75062237285661;0.0304528694370165;0.0014141379639578;0.008885290877465
1080;4.952699884453439;0.1839662304669226;20.808691579613125;0.0304573689924321;0.0014141598254989;0.0088854282375786
1081;4.962607335872747;0.184309903887187;20.86686828782697;0.0304618593805089;0.0014141815971571;0.0088855650329415
1082;4.972524495955949;0.1846538915714254;20.925152596521094;0.0304663406286148;0.0014142032793376;0.0088857012660998
1083;4.982451364897857;0.1849981935235643;20.98354460488217;0.0304708127655838;0.0014142248724547;0.0088858369396556
1084;4.99238794249028;0.1853428097447559;21.04204441178349;0.0304752758176707;0.0014142463768991;0.0088859720560647
1085;5.002334228775322;0.1856877402375496;21.10065211625766;0.0304797298125545;0.0014142677930703;0.0088861066178369
1086;5.012290223894559;0.1860329850060164;21.159367817511377;0.0304841747784079;0.0014142891213774;0.0088862406275424
1087;5.022255927764408;0.1863785440517686;21.21819161447316;0.0304886107419214;0.0014143103622085;0.0088863740876206
1088;5.032231340389072;0.1867244173774822;21.277123606193385;0.030493037730213;0.0014143315159581;0.0088865070005491
1089;5.042216461729727;0.1870706049854719;21.336163891682396;0.0304974557700323;0.0014143525830157;0.0088866393687761
1090;5.052211291898375;0.1874171068791092;21.395312570072075;0.0305018648889338;0.001414373563777;0.008886771194787
1091;5.062215830819609;0.1877639230602098;21.454569740317982;0.030506265113231;0.0014143944586237;0.0088869024809811
1092;5.072230078532559;0.1881110535316201;21.513935501494345;0.0305106564698234;0.0014144152679437;0.0088870332297944
1093;5.082254035066234;0.1884584982963935;21.57340995270024;0.0305150389854425;0.001414435992124;0.0088871634436599
1094;5.092287700351213;0.188806257356099;21.63299319286594;0.030519412686123;0.001414456631539;0.0088872931249287
1095;5.102331074470497;0.1891543307138288;21.692685321097084;0.0305237775987102;0.0014144771865722;0.0088874222760115
1096;5.112384157391733;0.1895027183720116;21.752486436424448;0.0305281337492524;0.0014144976576005;0.0088875508992755
1097;5.122446949125644;0.1898514203331171;21.812396637884515;0.0305324811639528;0.0014145180449989;0.008887678997078
1098;5.132519449847065;0.1902004365360482;21.872416017204834;0.0305368198698871;0.0014145383486681;0.008887806568794
1099;5.142601659663026;0.1905497669287751;21.932544667131037;0.0305411498936183;0.0014145585685774;0.0088879336142311
1100;5.152693578594083;0.1908994115134369;21.99278268662753;0.0305454712610898;0.0014145787050987;0.0088880601357256
1101;5.162795206611343;0.1912493702927028;22.05313017472076;0.0305497839978502;0.0014145987586058;0.0088881861356268
1102;5.172906543771246;0.1915996432691539;22.113587230428088;0.0305540881298521;0.0014146187294701;0.0088883116162678
1103;5.183027590020036;0.1919502304451198;22.17415395273895;0.0305583836822955;0.0014146386180592;0.0088884365799585
1104;5.193158345356257;0.1923011318227513;22.23483044062305;0.0305626706805902;0.0014146584247375;0.0088885610289888
1105;5.2032988099082695;0.1926523474055873;22.295616793211657;0.0305669491508093;0.0014146781498779;0.0088886849657013
1106;5.2134489835781705;0.1930038771953896;22.356513109431656;0.0305712191175944;0.0014146977938383;0.0088888083923446
1107;5.223608866403522;0.1933557211948745;22.417519488321343;0.0305754806062854;0.0014147173569818;0.0088889313112002
1108;5.233778458328358;0.1937078794059287;22.47863602882389;0.0305797336415762;0.0014147368396635;0.0088890537244999
1109;5.243957759430439;0.194060351831527;22.539862830009625;0.0305839782488452;0.001414756242245;0.0088891756345144
1110;5.25414676973298;0.1944131384742997;22.60119999091009;0.0305882144530527;0.0014147755650831;0.0088892970434869
1111;5.264345489150096;0.1947662393358986;22.66264761044405;0.0305924422784273;0.001414794808526;0.0088894179536051
1112;5.274553917800279;0.195119654419744;22.724205787736945;0.0305966617502906;0.0014148139729331;0.0088895383671259
1113;5.284772055653383;0.1954733837278604;22.785874621752946;0.0306008728930026;0.0014148330586516;0.0088896582862318
1114;5.294999902637452;0.1958274272620747;22.847654211434;0.0306050757305876;0.0014148520660256;0.0088897777130853
1115;5.305237458825785;0.196181785025434;22.909544655865307;0.0306092702878162;0.0014148709954066;0.0088898966498933
1116;5.315484724221233;0.1965364570201344;22.97154605403391;0.0306134565889557;0.0014148898471377;0.0088900150988133
1117;5.32574169883119;0.1968914432485322;23.033658504946505;0.0306176346582052;0.0014149086215618;0.0088901330619993
1118;5.3360083826235565;0.1972467437127037;23.09588210757794;0.0306218045194438;0.0014149273190181;0.008890250541582
1119;5.346284775672233;0.1976023584157329;23.15821696102209;0.0306259661970658;0.0014149459398512;0.0088903675397267
1120;5.356570877911759;0.1979582873592238;23.22066316420051;0.0306301197145729;0.0014149644843933;0.0088904840585215
1121;5.366866689392592;0.1983145305459241;23.28322081616966;0.0306342650960392;0.0014149829529834;0.0088906001000955
1122;5.377172210143501;0.1986710879784089;23.34589001596692;0.0306384023653211;0.0014150013459574;0.0088907156665594
1123;5.387487440105417;0.1990279596583794;23.40867086252793;0.0306425315456832;0.0014150196636434;0.0088908307599744
1124;5.397812376422876;0.1993851456469582;23.471563461784143;0.0306466526444248;0.0014150379067894;0.0088909453850414
1125;5.40814701373618;0.199742646052269;23.53456792523046;0.030650765654677;0.001415056076472;0.0088910595485243
1126;5.418491351949522;0.2001004608780878;23.59768435210147;0.0306548705994768;0.0014150741730229;0.0088911732525069
1127;5.42884539109273;0.200458590127297;23.660912841527864;0.0306589675024833;0.0014150921967657;0.008891286499023
1128;5.439209131209505;0.2008170338022302;23.724253492576683;0.0306630563873424;0.0014151101480187;0.0088913992900721
1129;5.449582572230235;0.2011757919048055;23.787706404266864;0.0306671372769702;0.0014151280270956;0.0088915116276252
1130;5.459965714258776;0.2015348644378149;23.85127167572151;0.030671210195171;0.0014151458343147;0.0088916235136825
1131;5.470358557144562;0.2018942514020451;23.9149494058274;0.0306752751642287;0.0014151635699786;0.0088917349501458
1132;5.48076110107779;0.2022539528013081;23.978739693830324;0.030679332208252;0.0014151812344099;0.0088918459390408
1133;5.491173345956006;0.2026139686369924;24.04264263869005;0.0306833813496185;0.0014151988279123;0.0088919564822768
1134;5.501595291838892;0.2029742989116259;24.10665833950229;0.0306874226115264;0.0014152163507962;0.0088920665818034
1135;5.512026938673118;0.2033349436266392;24.17078689523334;0.0306914560164548;0.0014152338033628;0.0088921762395131
1136;5.522468286530474;0.2036959027852252;24.23502840505981;0.0306954815874931;0.0014152511859239;0.0088922854573657
1137;5.532919335380611;0.2040571763889448;24.29938296796528;0.0306994993470749;0.0014152684987787;0.0088923942372406
1138;5.543380085186283;0.2044187644394489;24.3638506829447;0.0307035093175102;0.0014152857422254;0.0088925025810117
1139;5.553850536121235;0.2047806669405369;24.42843164925005;0.0307075115221913;0.0014153029165757;0.0088926104906371
1140;5.564330688018165;0.2051428838928256;24.49312596575487;0.030711505982536;0.0014153200221177;0.0088927179679275
